seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID	modalTSS
1431147	chr12	5677362	5677362	+	1	70	1	1	0	2	1	NA	5677361
1431287	chr12	6309414	6309591	+	69	1090	0.24	178	39.06	-1.99	0.35	NA	6309550
1431373	chr12	6422248	6422416	+	41	127	0.13	169	-29.93	-2.56	0.15	NA	6422297
1431462	chr12	6538682	6538682	+	1	73	1	1	0	2	1	NA	6538681
1431467	chr12	6547732	6547769	+	13	84	0.55	38	9.23	-0.31	0.38	NA	6547766
1431470	chr12	6548195	6548218	+	6	78	0.31	24	6.08	-0.08	0.2	NA	6548213
1431471	chr12	6548272	6548277	+	6	103	0.8	6	0.68	0.94	0.59	NA	6548274
1431483	chr12	6553853	6554268	+	128	1241	0.21	416	49.46	-2.65	0.34	NA	6554151
1431512	chr12	6559464	6559653	+	69	1534	0.33	190	37.41	-1.56	0.42	NA	6559595
1431513	chr12	6559690	6559839	+	30	59	0.08	150	-13.57	-2.71	0.04	NA	6559730
1431524	chr12	6560682	6560887	+	76	467	0.24	206	32.8	-2.72	0.24	NA	6560836
1431528	chr12	6561157	6561401	+	115	2252	0.12	245	-2.19	-3.14	0.25	NA	6561274
1431536	chr12	6562217	6562305	+	26	117	0.23	89	-3.16	-1.84	0.18	NA	6562244
1431571	chr12	6569940	6570043	+	21	57	0.21	104	18.38	-1.76	0.14	NA	6570015
1431574	chr12	6570306	6570417	+	25	53	0.17	112	9.08	-2.23	0.09	NA	6570374
1431623	chr12	6602491	6602593	+	31	221	0.3	103	-3.47	-1.77	0.24	NA	6602541
1431628	chr12	6603147	6603345	+	64	635	0.25	199	15.56	-2.1	0.32	NA	6603296
1431660	chr12	6610705	6610774	+	22	71	0.45	70	-8.2	-1.26	0.27	NA	6610726
1431732	chr12	6625990	6626164	+	37	75	0.16	175	-21.93	-2.65	0.11	NA	6625989
1431737	chr12	6626948	6627090	+	37	85	0.12	143	-2.42	-2.68	0.1	NA	6626966
1431742	chr12	6630961	6631204	+	52	77	0.09	244	-1.34	-3.38	0.06	NA	6630998
1431810	chr12	6643432	6644028	+	327	425592	0.57	597	-44.09	0.17	0.78	NA	6643681
1431814	chr12	6644347	6644609	+	75	266	0.27	263	-45.59	-2.65	0.25	NA	6644428
1431827	chr12	6645662	6645704	+	24	1848	0.37	43	-3.05	-0.81	0.39	NA	6645674
1431830	chr12	6645827	6645927	+	41	1722	0.89	101	34.3	1.07	0.83	NA	6645912
1431832	chr12	6646079	6646149	+	53	1560	0.42	71	2.12	-1.57	0.38	NA	6646111
1431835	chr12	6646266	6646286	+	7	113	0.45	21	-3.02	0.18	0.35	NA	6646274
1431836	chr12	6646314	6646402	+	30	299	0.29	89	-23.19	-1.66	0.25	NA	6646339
1431837	chr12	6646460	6646571	+	26	70	0.3	112	-5.93	-1.91	0.17	NA	6646516
1431839	chr12	6646694	6646730	+	6	64	0.73	37	16.3	0.83	0.55	NA	6646729
1431840	chr12	6646755	6647138	+	247	4664	0.05	384	11.17	-4.44	0.19	NA	6647118
1431841	chr12	6647187	6647381	+	79	761	0.1	195	36.77	-3.38	0.15	NA	6647302
1431843	chr12	6647458	6647511	+	39	2735	0.29	54	0.77	-1.45	0.35	NA	6647481
1431983	chr12	6773757	6773762	+	6	272	0.83	6	-1.16	1.08	0.65	NA	6773757
1432037	chr12	6833077	6833348	+	128	1581	0.1	272	53.88	-3.65	0.19	NA	6833329
1432038	chr12	6833394	6833473	+	37	350	0.28	80	13.97	-1.72	0.29	NA	6833451
1432121	chr12	6875262	6875413	+	60	483	0.45	152	-22.18	-1.49	0.41	NA	6875314
1432122	chr12	6875457	6875661	+	65	380	0.22	205	-35.79	-2.56	0.24	NA	6875505
1432123	chr12	6875688	6875898	+	64	255	0.22	211	41.96	-2.9	0.18	NA	6875892
1432132	chr12	6878742	6878815	+	45	380	0.2	74	14.29	-2.4	0.2	NA	6878798
1432135	chr12	6879037	6879168	+	50	346	0.18	132	-0.25	-2.56	0.19	NA	6879101
1432220	chr12	6961157	6961338	+	89	3484	0.18	182	47.24	-2.55	0.3	NA	6961283
1432271	chr12	6976601	6976817	+	119	12183	0.66	217	-13.56	-0.11	0.69	NA	6976693
1432274	chr12	6977254	6977374	+	48	397	0.28	121	-8.97	-1.99	0.29	NA	6977327
1432286	chr12	6978009	6978117	+	26	152	0.28	109	-28.16	-1.18	0.32	NA	6978026
1432298	chr12	6979790	6980071	+	55	171	0.08	282	-17.48	-3.21	0.1	NA	6979945
1432390	chr12	7013950	7014019	+	25	57	0.32	70	9.62	-1.79	0.18	NA	7013984
1432412	chr12	7023591	7023824	+	75	922	0.25	234	35.56	-2.05	0.35	NA	7023739
1432427	chr12	7024927	7024981	+	6	69	0.87	55	-5.65	1.17	0.68	NA	7024944
1432435	chr12	7026178	7026274	+	24	50	0.18	97	-12.78	-2.16	0.09	NA	7026187
1432446	chr12	7027091	7027294	+	62	252	0.13	204	-13.52	-3	0.16	NA	7027136
1432461	chr12	7030742	7030867	+	35	66	0.08	126	-7.23	-2.87	0.05	NA	7030810
1432576	chr12	7052731	7052810	+	21	157	0.55	80	12.98	-0.62	0.4	NA	7052784
1432581	chr12	7053076	7053359	+	179	15064	0.16	284	-20.75	-3.03	0.33	NA	7053208
1432586	chr12	7053563	7053829	+	91	256	0.1	267	-6.09	-3.86	0.1	NA	7053703
1432594	chr12	7054878	7055139	+	44	214	0.2	262	36.17	-2.17	0.24	NA	7055118
1432598	chr12	7055625	7055904	+	80	422	0.17	280	-2.26	-3.13	0.19	NA	7055738
1432612	chr12	7057505	7057577	+	26	59	0.2	73	3.73	-2.19	0.11	NA	7057528
1432624	chr12	7060363	7060896	+	232	7849	0.15	534	-88.57	-2.99	0.37	NA	7060517
1432628	chr12	7061129	7061286	+	67	356	0.1	158	-12.29	-3.02	0.17	NA	7061152
1432644	chr12	7063175	7063455	+	131	1492	0.19	281	-9.74	-3.03	0.29	NA	7063300
1432660	chr12	7065034	7065097	+	22	59	0.31	64	8.3	-1.73	0.16	NA	7065073
1432687	chr12	7068439	7068601	+	78	1271	0.29	163	-21.72	-2.12	0.34	NA	7068479
1432688	chr12	7068659	7068745	+	39	160	0.11	87	0.46	-2.73	0.11	NA	7068697
1432706	chr12	7070424	7070442	+	10	232	0.56	19	2.61	0.22	0.47	NA	7070435
1432722	chr12	7080051	7080146	+	56	991	0.27	96	-20.09	-1.73	0.36	NA	7080071
1432740	chr12	7084925	7085117	+	33	941	0.67	193	-56.72	0.53	0.71	NA	7084961
1432897	chr12	7261098	7261296	+	94	1342	0.36	199	-3.55	-2.13	0.37	NA	7261187
1433031	chr12	7282947	7283068	+	59	369	0.14	122	-19.27	-2.81	0.18	NA	7282989
1433140	chr12	7342276	7342335	+	23	68	0.18	60	0.94	-2.13	0.09	NA	7342302
1433206	chr12	7362905	7363122	+	33	54	0.09	218	-12.7	-2.83	0.04	NA	7362910
1433439	chr12	8168571	8168577	+	6	54	0.69	7	0.72	0.59	0.46	NA	8168574
1433517	chr12	8233885	8233922	+	11	79	0.43	38	-3.79	-0.42	0.3	NA	8233886
1433519	chr12	8234828	8234925	+	33	1152	0.75	98	-5.33	0.34	0.67	NA	8234871
1433657	chr12	8380205	8380309	+	32	189	0.24	105	17.96	-1.81	0.24	NA	8380276
1433843	chr12	8787376	8787414	+	14	154	0.5	39	9.3	-0.49	0.35	NA	8787402
1433847	chr12	8787690	8787751	+	17	60	0.27	62	16.25	-1.53	0.14	NA	8787749
1434022	chr12	9092965	9093004	+	13	50	0.38	40	13.02	-0.93	0.21	NA	9093001
1434061	chr12	9129961	9129962	+	2	87	0.8	2	-0.3	1.29	0.29	NA	9129960
1434163	chr12	9392549	9392571	+	10	99	0.47	23	-5.24	0.01	0.4	NA	9392553
1434173	chr12	9436237	9436300	+	24	154	0.45	64	-8.05	-1.09	0.33	NA	9436255
1434177	chr12	9436591	9436681	+	32	230	0.19	91	-2.24	-1.93	0.21	NA	9436665
1434230	chr12	9466573	9466613	+	7	59	0.56	41	14.86	0.13	0.33	NA	9466611
1434420	chr12	9847875	9847891	+	14	19343	0.56	17	-0.37	0.79	0.68	NA	9847882
1434421	chr12	9847980	9848019	+	8	52	0.6	40	-13.79	0.08	0.36	NA	9847981
1434425	chr12	9848243	9848250	+	5	57	0.68	8	2.39	0.59	0.39	NA	9848248
1434428	chr12	9848492	9848585	+	26	210	0.21	94	-17.07	-1.53	0.25	NA	9848494
1434429	chr12	9848783	9848818	+	9	494	0.51	36	12.79	0.23	0.44	NA	9848814
1434571	chr12	10264959	10264996	+	23	93	0.12	38	7.41	-2.13	0.09	NA	10264983
1434634	chr12	10516306	10516332	+	10	76	0.37	27	-8.11	-0.53	0.24	NA	10516306
1434714	chr12	10658458	10658501	+	15	3181	0.9	44	8.38	1.4	0.85	NA	10658487
1434728	chr12	10659492	10659543	+	13	60	0.68	52	-10.68	0	0.46	NA	10659503
1434895	chr12	11323757	11323940	+	93	5232	0.22	184	-60.52	-2.19	0.36	NA	11323789
1434909	chr12	11325065	11325153	+	14	51	0.43	89	-20.41	-0.75	0.28	NA	11325073
1435151	chr12	11707041	11707190	+	33	101	0.22	150	32.34	-2.2	0.17	NA	11707159
1435163	chr12	11708748	11709135	+	164	1649	0.16	388	-34.16	-3.56	0.24	NA	11708888
1435166	chr12	11709240	11709580	+	116	650	0.11	341	-45.48	-3.41	0.21	NA	11709335
1435215	chr12	11718332	11718433	+	18	58	0.21	102	-10.84	-1.73	0.11	NA	11718345
1435574	chr12	11802302	11802365	+	16	59	0.25	64	-10.96	-1.33	0.17	NA	11802311
1435576	chr12	11802551	11802554	+	4	64	0.67	4	-0.14	0.67	0.34	NA	11802551
1435577	chr12	11802579	11803091	+	219	2313	0.28	513	-62.44	-3.37	0.31	NA	11802606
1435578	chr12	11803118	11803223	+	25	82	0.33	106	-19.71	-1.58	0.23	NA	11803152
1436342	chr12	12045321	12045433	+	24	114	0.35	113	21.93	-1.37	0.27	NA	12045396
1436356	chr12	12046312	12046387	+	12	78	0.45	76	-28.65	0.09	0.47	NA	12046317
1436375	chr12	12047944	12047953	+	7	51	0.33	10	2.44	-0.41	0.14	NA	12047950
1436378	chr12	12048173	12048212	+	13	67	0.39	40	-11.46	-0.72	0.27	NA	12048178
1436442	chr12	12185408	12185542	+	28	180	0.27	135	-26.4	-1.75	0.22	NA	12185452
1436486	chr12	12263913	12263921	+	7	68	0.6	9	0	0.39	0.43	NA	12263914
1436487	chr12	12263966	12264036	+	28	439	0.2	71	5.34	-1.81	0.21	NA	12263990
1436488	chr12	12264079	12264112	+	18	443	0.35	34	0.28	-0.72	0.35	NA	12264105
1436492	chr12	12264263	12264291	+	7	68	0.53	29	-7.44	0.26	0.38	NA	12264271
1436493	chr12	12264336	12264370	+	15	137	0.28	35	2.12	-0.9	0.26	NA	12264336
1436497	chr12	12264531	12264591	+	18	65	0.32	61	0.09	-1.44	0.18	NA	12264573
1436499	chr12	12264731	12264765	+	8	55	0.71	35	7.13	0.45	0.48	NA	12264754
1436515	chr12	12308381	12308402	+	6	50	0.66	22	-4.34	0.46	0.4	NA	12308383
1436516	chr12	12308551	12308576	+	8	302	0.6	26	-9.91	0.24	0.41	NA	12308553
1436517	chr12	12308608	12308612	+	3	64	0.97	5	1.92	1.77	0.85	NA	12308611
1436585	chr12	12509956	12510287	+	143	1146	0.16	332	-50.78	-3.51	0.23	NA	12510018
1436590	chr12	12511290	12511351	+	13	72	0.38	62	19.07	-0.59	0.3	NA	12511344
1436817	chr12	12764765	12764884	+	46	407	0.34	120	9.13	-1.84	0.3	NA	12764844
1436906	chr12	12797425	12797436	+	7	77	0.75	12	4.01	0.76	0.56	NA	12797434
1436954	chr12	12870249	12870370	+	36	129	0.14	122	13.19	-2.29	0.17	NA	12870307
1436980	chr12	12874264	12874298	+	9	191	0.72	35	-6.17	0.72	0.59	NA	12874274
1437001	chr12	12878832	12878970	+	53	376	0.24	139	-17.94	-2.22	0.26	NA	12878883
1437003	chr12	12879031	12879073	+	14	52	0.27	43	9.75	-1.13	0.18	NA	12879066
1437288	chr12	12966265	12966369	+	73	4205	0.23	105	-31.38	-1.59	0.42	NA	12966284
1437362	chr12	12982352	12982484	+	68	471	0.56	133	37.01	-1.3	0.46	NA	12982474
1437391	chr12	13003890	13003910	+	8	1612	0.97	21	1.95	1.79	0.93	NA	13003901
1437395	chr12	13004151	13004190	+	10	271	0.68	40	-14.58	0.7	0.61	NA	13004153
1437413	chr12	13028574	13028614	+	13	51	0.31	41	-14.04	-0.82	0.24	NA	13028574
1437415	chr12	13028743	13028769	+	10	170	0.45	27	0.91	-0.37	0.29	NA	13028750
1437419	chr12	13029045	13029061	+	10	52	0.56	17	-3.23	-0.26	0.32	NA	13029044
1437479	chr12	13197299	13197343	+	11	52	0.33	45	1.38	-0.81	0.19	NA	13197321
1437782	chr12	14518570	14518734	+	66	486	0.16	165	-36	-2.81	0.2	NA	14518614
1437851	chr12	14537955	14538055	+	19	54	0.26	101	-0.98	-1.54	0.17	NA	14537989
1437852	chr12	14538130	14538335	+	104	2044	0.21	206	21.59	-2.85	0.28	NA	14538298
1438246	chr12	14927213	14927404	+	85	1132	0.27	192	-3.56	-2.41	0.31	NA	14927301
1438274	chr12	14956587	14956664	+	26	93	0.32	78	-10.2	-1.68	0.22	NA	14956602
1438321	chr12	15095119	15095264	+	31	64	0.14	146	1.69	-2.6	0.07	NA	15095185
1438584	chr12	16035285	16035726	+	131	2850	0.14	442	-158.67	-2.18	0.41	NA	16035339
1438586	chr12	16036477	16036570	+	21	55	0.2	94	-2.54	-1.85	0.12	NA	16036476
1438603	chr12	16043527	16043604	+	16	136	0.74	78	-10.57	0.32	0.58	NA	16043554
1438649	chr12	16056082	16056139	+	11	90	0.4	58	-0.54	-0.51	0.27	NA	16056109
1438651	chr12	16056226	16056271	+	15	161	0.74	46	-16.54	0.37	0.58	NA	16056228
1438652	chr12	16056309	16056385	+	13	69	0.42	77	-19.33	-0.6	0.3	NA	16056309
1438659	chr12	16064209	16064305	+	56	643	0.12	97	7.55	-2.79	0.18	NA	16064264
1438813	chr12	16189770	16189786	+	15	105	0.2	17	-1.81	-1.36	0.14	NA	16189777
1438814	chr12	16189812	16189919	+	22	124	0.14	108	-0.84	-1.96	0.11	NA	16189915
1438815	chr12	16189948	16190073	+	34	256	0.26	126	0.72	-1.8	0.25	NA	16189982
1438875	chr12	16500471	16500753	+	110	2788	0.19	283	-21.05	-2.44	0.35	NA	16500584
1438933	chr12	16516796	16516923	+	33	133	0.23	128	-2.14	-2.17	0.17	NA	16516843
1438936	chr12	16517035	16517186	+	45	1844	0.55	152	-38.67	-0.29	0.58	NA	16517068
1438937	chr12	16517216	16517288	+	23	88	0.15	73	18.32	-2.09	0.1	NA	16517275
1439183	chr12	17143914	17143965	+	11	166	0.57	52	15.78	0.08	0.45	NA	17143964
1439190	chr12	17144589	17144626	+	15	191	0.38	38	-4.21	-0.78	0.29	NA	17144602
1439442	chr12	18845682	18845701	+	11	73	0.26	20	-3.29	-0.91	0.16	NA	18845682
1439516	chr12	19242459	19242507	+	7	381	0.72	49	21.51	0.71	0.54	NA	19242505
1439574	chr12	19460618	19460671	+	13	203	0.6	54	9.08	-0.15	0.42	NA	19460651
1439641	chr12	19592385	19592680	+	161	1422	0.11	296	13.17	-3.93	0.19	NA	19592609
1439642	chr12	19592718	19593026	+	96	281	0.09	309	-63.3	-3.71	0.13	NA	19592727
1439645	chr12	19593169	19593280	+	30	50	0.18	112	6.08	-2.55	0.07	NA	19593247
1439705	chr12	19608999	19609016	+	4	50	0.6	18	-7.14	0.63	0.32	NA	19608998
1439860	chr12	19672714	19672747	+	8	71	0.42	34	10.47	-0.18	0.27	NA	19672740
1440010	chr12	19737427	19737477	+	17	53	0.28	51	10	-1.23	0.21	NA	19737471
1440313	chr12	20704357	20704512	+	74	517	0.1	156	-29.85	-3.34	0.14	NA	20704360
1440386	chr12	21021776	21021828	+	24	176	0.3	53	9.12	-1.42	0.25	NA	21021809
1440528	chr12	21590544	21590647	+	50	451	0.19	104	2.25	-2.33	0.23	NA	21590610
1440640	chr12	21654676	21654855	+	73	1133	0.17	180	-27.93	-2.16	0.33	NA	21654721
1440746	chr12	21670647	21670722	+	15	157	0.57	76	-8.97	-0.33	0.4	NA	21670655
1440748	chr12	21670862	21670878	+	11	311	0.37	17	2.58	-0.28	0.34	NA	21670870
1440845	chr12	22174446	22174451	+	3	90	0.94	6	1.5	1.65	0.78	NA	22174449
1440850	chr12	22199089	22199258	+	102	1734	0.14	170	13.5	-3.23	0.22	NA	22199150
1440879	chr12	22211540	22211585	+	17	67	0.22	46	-3.47	-1.37	0.18	NA	22211563
1440891	chr12	22215186	22215369	+	32	53	0.09	184	-6.61	-2.84	0.03	NA	22215234
1441037	chr12	22778069	22778181	+	54	2092	0.18	113	-8.21	-1.83	0.33	NA	22778123
1441295	chr12	22838886	22839089	+	39	85	0.12	204	34.03	-2.74	0.1	NA	22839077
1441542	chr12	24259114	24259115	+	2	341	0.98	2	-0.48	1.86	0.86	NA	24259113
1441639	chr12	24795793	24795804	+	9	265	0.72	12	3.62	0.45	0.51	NA	24795802
1441735	chr12	25104725	25104732	+	2	408	1	8	3.48	1.98	0.98	NA	25104731
1441765	chr12	25149932	25149995	+	14	53	0.3	64	12.07	-0.83	0.26	NA	25149988
1441768	chr12	25150356	25150533	+	70	3042	0.64	178	55.47	-0.52	0.59	NA	25150507
1441789	chr12	25157550	25157714	+	31	79	0.24	165	-13.58	-2.12	0.17	NA	25157568
1441818	chr12	25173865	25173941	+	16	67	0.57	77	17.33	-0.51	0.37	NA	25173924
1441909	chr12	25193872	25194078	+	33	54	0.15	207	19.13	-2.7	0.07	NA	25194003
1441910	chr12	25194105	25194273	+	63	244	0.34	169	6.45	-2.3	0.28	NA	25194174
1441986	chr12	25203873	25203921	+	18	52	0.17	49	9.42	-1.53	0.15	NA	25203908
1441994	chr12	25204647	25204732	+	19	72	0.38	86	2.21	-1.28	0.23	NA	25204682
1441998	chr12	25205020	25205129	+	37	358	0.2	110	-10.27	-2.03	0.23	NA	25205032
1441999	chr12	25205160	25205892	+	479	20247	0.11	733	-72.3	-4.42	0.28	NA	25205519
1442028	chr12	25210707	25210785	+	19	153	0.44	79	16.67	-0.53	0.41	NA	25210761
1442049	chr12	25214522	25214574	+	11	57	0.63	53	10.75	-0.07	0.4	NA	25214562
1442064	chr12	25216632	25216751	+	29	75	0.29	120	-8.06	-2.07	0.16	NA	25216680
1442076	chr12	25219332	25219447	+	43	163	0.15	116	7.9	-2.64	0.14	NA	25219420
1442094	chr12	25222282	25222372	+	38	174	0.37	91	8.2	-1.74	0.29	NA	25222365
1442352	chr12	25256940	25256997	+	14	51	0.24	58	-1.81	-1.32	0.13	NA	25256992
1442365	chr12	25258293	25258349	+	17	81	0.46	57	-10.67	-0.78	0.32	NA	25258301
1442378	chr12	25260798	25261017	+	40	68	0.06	220	2.53	-3.13	0.04	NA	25260801
1442380	chr12	25261166	25261210	+	17	384	0.78	45	-15.32	0.58	0.65	NA	25261169
1442409	chr12	25348119	25348242	+	59	1336	0.16	124	14.57	-2.15	0.29	NA	25348214
1442453	chr12	25394996	25394999	+	3	52	0.65	4	0.08	0.9	0.3	NA	25394996
1442885	chr12	27091264	27091595	+	145	2729	0.14	332	-9.83	-2.95	0.31	NA	27091435
1442991	chr12	27117526	27117736	+	46	94	0.09	211	12.3	-3.12	0.07	NA	27117605
1443044	chr12	27175392	27175524	+	52	678	0.33	133	34.58	-1.96	0.3	NA	27175500
1443207	chr12	27397038	27397276	+	98	4161	0.18	239	53.19	-2.52	0.32	NA	27397228
1443330	chr12	27450636	27450792	+	37	211	0.17	157	-7.68	-2.03	0.23	NA	27450737
1443444	chr12	27475325	27475456	+	32	69	0.17	132	-14.07	-2.45	0.11	NA	27475335
1443445	chr12	27475481	27475571	+	42	143	0.16	91	0	-2.75	0.12	NA	27475486
1443454	chr12	27476076	27476275	+	32	87	0.21	200	-14.14	-2.4	0.12	NA	27476129
1443457	chr12	27476489	27476589	+	17	74	0.24	101	10.84	-1.46	0.15	NA	27476534
1443458	chr12	27476619	27476684	+	22	79	0.16	66	17.75	-1.85	0.14	NA	27476682
1443460	chr12	27476776	27476973	+	37	82	0.24	198	45.27	-2.4	0.16	NA	27476956
1443489	chr12	27485707	27486037	+	80	199	0.11	331	-34.49	-3.58	0.12	NA	27485838
1443793	chr12	27677038	27677173	+	54	269	0.11	136	-7.98	-2.89	0.15	NA	27677073
1443918	chr12	27863678	27863889	+	77	1116	0.21	212	-29.52	-2.18	0.33	NA	27863763
1443933	chr12	27869219	27869370	+	28	60	0.17	152	30.22	-2.28	0.11	NA	27869369
1443941	chr12	27876995	27877120	+	21	56	0.23	126	12.34	-1.63	0.17	NA	27877119
1443961	chr12	27890467	27890548	+	18	78	0.42	82	-11.01	-1.15	0.24	NA	27890486
1443990	chr12	27908079	27908225	+	28	64	0.17	147	2.53	-2.35	0.1	NA	27908128
1444026	chr12	27933133	27933252	+	36	104	0.2	120	10.29	-2.53	0.12	NA	27933192
1444195	chr12	28343340	28343493	+	54	370	0.22	154	-24.58	-2.5	0.22	NA	28343387
1444578	chr12	28605406	28605457	+	8	51	0.73	52	0.6	0.53	0.51	NA	28605431
1444820	chr12	29543482	29543485	+	4	65	0.52	4	0.56	0.74	0.37	NA	29543484
1445187	chr12	31226751	31226899	+	57	1576	0.32	149	-34.91	-1.81	0.35	NA	31226788
1445190	chr12	31227101	31227213	+	41	322	0.34	113	17.24	-1.96	0.26	NA	31227197
1445226	chr12	31237908	31238008	+	22	56	0.18	101	27.48	-1.88	0.13	NA	31238001
1445320	chr12	31257645	31257698	+	16	204	0.65	54	-17	-0.03	0.49	NA	31257652
1445407	chr12	31549451	31549469	+	5	470	0.92	19	8.37	1.48	0.78	NA	31549468
1445518	chr12	31882089	31882301	+	60	282	0.22	213	20.01	-2.48	0.24	NA	31882197
1445546	chr12	31902265	31902490	+	103	1522	0.22	226	10.28	-2.71	0.3	NA	31902405
1445676	chr12	32112232	32112434	+	71	667	0.22	203	25.68	-2.33	0.3	NA	32112381
1445678	chr12	32112497	32112592	+	16	66	0.47	96	-6.17	-0.64	0.34	NA	32112535
1445796	chr12	32138821	32138942	+	19	55	0.58	122	7.61	-0.65	0.38	NA	32138891
1445903	chr12	32259621	32259772	+	46	287	0.16	152	40.24	-2.39	0.21	NA	32259752
1446297	chr12	32832148	32832377	+	118	3424	0.14	230	-44.74	-2.81	0.3	NA	32832210
1446376	chr12	32854341	32854471	+	26	71	0.21	131	-19.37	-1.98	0.15	NA	32854388
1446411	chr12	32860299	32860322	+	14	52	0.31	24	4.17	-1.13	0.18	NA	32860320
1446560	chr12	32896295	32896501	+	38	123	0.15	207	-19.31	-2.44	0.15	NA	32896324
1446614	chr12	33016339	33016349	+	7	186	0.47	11	0.1	-0.04	0.27	NA	33016341
1446615	chr12	33018306	33018310	+	5	72	0.67	5	-0.62	0.78	0.48	NA	33018306
1446826	chr12	34175402	34175468	+	26	142	0.23	67	-9.11	-1.85	0.18	NA	34175429
1446867	chr12	34182841	34182845	+	4	88	0.91	5	1.84	1.43	0.72	NA	34182844
1446935	chr12	34255806	34255814	+	6	1394	0.93	9	0.13	1.52	0.82	NA	34255809
1446980	chr12	34402419	34402429	+	8	115	0.57	11	-1.91	0.26	0.42	NA	34402421
1447249	chr12	38710501	38710616	+	38	180	0.17	116	13.57	-2.27	0.19	NA	38710572
1447266	chr12	38714357	38714443	+	20	52	0.42	87	15.88	-1.28	0.24	NA	38714424
1447292	chr12	38717134	38717150	+	8	85	0.51	17	5.01	0.21	0.4	NA	38717146
1447532	chr12	39642766	39642770	+	5	179	0.49	5	1.38	0.69	0.44	NA	39642768
1447725	chr12	40597101	40597142	+	19	70	0.4	42	-1.49	-1.33	0.22	NA	40597111
1447750	chr12	40618677	40619019	+	181	2566	0.08	343	26.53	-3.85	0.22	NA	40618895
1448121	chr12	40868647	40868780	+	28	64	0.11	134	10.48	-2.51	0.06	NA	40868709
1448172	chr12	40953786	40954071	+	117	1883	0.13	286	30.26	-3.26	0.23	NA	40953932
1448208	chr12	40957840	40957896	+	16	54	0.28	57	-4.07	-1.22	0.19	NA	40957854
1448362	chr12	41757439	41757497	+	24	88	0.25	59	11.93	-1.57	0.22	NA	41757484
1448563	chr12	42719937	42720011	+	53	2353	0.32	75	-3.46	-1.56	0.38	NA	42719967
1448653	chr12	42768713	42768841	+	40	137	0.47	129	27.93	-1.59	0.32	NA	42768838
1449084	chr12	44054032	44054036	+	4	123	0.64	5	-1.15	0.8	0.4	NA	44054032
1449085	chr12	44054100	44054135	+	8	104	0.76	36	6.19	0.75	0.58	NA	44054122
1449092	chr12	44054707	44054738	+	13	342	0.56	32	10.15	-0.24	0.4	NA	44054733
1449094	chr12	44054960	44054964	+	5	147	0.88	5	-0.05	1.3	0.7	NA	44054961
1449095	chr12	44055044	44055053	+	8	617	0.45	10	-2.43	-0.28	0.24	NA	44055044
1449113	chr12	44152727	44152823	+	45	457	0.14	97	1.25	-2.33	0.21	NA	44152792
1449696	chr12	45609775	45609996	+	48	233	0.23	222	5.31	-2.38	0.22	NA	45609901
1450477	chr12	46298880	46298895	+	10	71	0.39	16	-1.23	-0.24	0.33	NA	46298886
1450614	chr12	46572155	46572230	+	19	51	0.37	76	-0.95	-1.31	0.22	NA	46572185
1450732	chr12	46777426	46777502	+	43	473	0.21	77	-5.49	-1.95	0.27	NA	46777458
1451304	chr12	47610212	47610435	+	53	249	0.11	224	4.62	-2.86	0.15	NA	47610295
1451455	chr12	48099870	48099918	+	10	60	0.4	49	2.62	-0.54	0.24	NA	48099905
1451519	chr12	48200219	48200220	+	2	96	0.98	2	0.48	1.85	0.85	NA	48200219
1451562	chr12	48275934	48275937	+	2	149	0.86	4	-1.08	1.41	0.41	NA	48275933
1451597	chr12	48357280	48357468	+	97	4444	0.33	189	15.22	-2.07	0.38	NA	48357388
1451598	chr12	48357560	48357619	+	16	53	0.28	60	4.88	-1.32	0.17	NA	48357602
1451635	chr12	48362580	48362636	+	18	51	0.18	57	-0.08	-1.7	0.11	NA	48362583
1451689	chr12	48479335	48479353	+	6	123	0.41	19	1.15	0.21	0.31	NA	48479350
1451698	chr12	48499039	48499177	+	30	123	0.35	139	40.38	-1.63	0.26	NA	48499172
1451699	chr12	48499204	48499410	+	53	150	0.18	207	-31.96	-2.97	0.13	NA	48499248
1451703	chr12	48499837	48499961	+	23	50	0.3	125	7.16	-1.91	0.14	NA	48499888
1451733	chr12	48513008	48513168	+	69	1227	0.11	161	41.72	-2.62	0.24	NA	48513121
1451769	chr12	48529070	48529148	+	16	79	0.34	79	19.9	-0.75	0.31	NA	48529133
1451929	chr12	48866948	48866978	+	19	410	0.3	31	4.54	-1.15	0.26	NA	48866963
1451942	chr12	48883051	48883143	+	19	68	0.21	93	2	-1.65	0.14	NA	48883112
1451947	chr12	48894609	48894609	+	1	193	1	1	0	2	1	NA	48894608
1452183	chr12	49377066	49377066	+	1	365	1	1	0	2	1	NA	49377065
1452299	chr12	49521569	49521735	+	56	479	0.26	167	18.69	-2.22	0.27	NA	49521690
1452304	chr12	49522372	49522435	+	30	135	0.16	64	19.57	-2.29	0.13	NA	49522428
1452462	chr12	49658739	49658968	+	82	23585	0.85	230	10.35	1.04	0.85	NA	49658863
1452480	chr12	49663303	49663383	+	37	392	0.17	81	13.59	-1.9	0.25	NA	49663377
1452481	chr12	49663413	49663450	+	16	115	0.32	38	6.03	-1.04	0.24	NA	49663434
1452483	chr12	49663601	49663760	+	33	177	0.3	160	10.7	-1.36	0.33	NA	49663700
